comment-id,comment,total-votes,total-agrees,total-disagrees,total-passes,group-a-votes,group-a-agrees,group-a-disagrees,group-a-passes,group-b-votes,group-b-agrees,group-b-disagrees,group-b-passes
612,"More shopping. Bringing larger and unique stores to Bowling Green.",1528,874,198,456,383,170,65,148,1145,704,133,308
613,"protect children and families",381,204,18,159,123,53,5,65,258,151,13,94
614,"There should be an annual regional cattle festival in BG where an actual cattle drive happens in downtown BG similar to San Antonio's.",148,26,48,74,46,3,9,34,102,23,39,40
615,"bicyclists should ride on sidewalks",102,17,38,47,44,5,11,28,58,12,27,19
616,"Arena League Football team",130,21,40,69,45,4,14,27,85,17,26,42
617,"BG will have a Trump Hotel by 2050",102,5,69,28,41,2,19,20,61,3,50,8
618,"Hawaiian pizza is a",0,0,0,0,0,0,0,0,0,0,0,0
619,"Testing submission",0,0,0,0,0,0,0,0,0,0,0,0
620,"Why did it fall",0,0,0,0,0,0,0,0,0,0,0,0
621,"More Electric car hookups to around the area",1019,375,264,380,266,28,123,115,753,347,141,265
622,"Rename Scottsville Road to Warren County Road like Trump renamed the Gulf of Mexico to the Gulf of America!",106,9,59,38,41,3,14,24,65,6,45,14
623,"Create a DOGE in Warren County Government",233,63,100,70,75,26,16,33,158,37,84,37
624,"We need a sky bridge to connect both sides of Scottsville road for pedestrian safety",698,365,109,224,207,67,52,88,491,298,57,136
625,"We need a Dave and Busters in the mall",226,58,74,94,71,17,18,36,155,41,56,58
626,"Bus shelters for outside BG - for my children",590,273,73,244,177,28,46,103,413,245,27,141
627,"Enough of pushing this. We already have “equal opportunities”",1,1,0,0,0,0,0,0,1,1,0,0
628,"Let’s work to keep the mall open",214,78,34,102,74,17,9,48,140,61,25,54
629,"We need zoning regulations- stop approving every neighborhood and apartment development. Protect farms like Lexington did.",486,292,31,163,152,72,15,65,334,220,16,98
630,"Our downtown focuses on actual development to revitalize it instead of  pretending small festivals and entertainment district are the cure.",247,113,21,113,84,23,9,52,163,90,12,61
631,"Create an art district to help promote artists and individuals to downtown. Offer incentives like Paducah, Berea, and Asheville.",1480,880,174,426,380,83,115,182,1100,797,59,244
632,"A second medical facility",1,1,0,0,0,0,0,0,1,1,0,0
633,"Another hospital",272,97,47,128,79,23,12,44,193,74,35,84
634,"Form a metro government like Lexington/Fayette & Louisville/Jefferson to consolidate and unit services",1,1,0,0,0,0,0,0,1,1,0,0
635,"BG needs a 2nd hospital",1,1,0,0,0,0,0,0,1,1,0,0
636,"By 2050, BG has two full service hospitals and ambulance services.",1,1,0,0,0,0,0,0,1,1,0,0
637,"More grocery stores not located in just the central part of town",898,591,46,261,262,111,29,122,636,480,17,139
638,"Our greenways will be monitored more for cleanliness and safety.",930,671,36,223,250,125,23,102,680,546,13,121
639,"Our downtown historic areas need protection with historic overlays like Charleston, SC does for ex.  Could have saved the Southern Queen",384,191,33,160,128,32,19,77,256,159,14,83
640,"By 2050, we’ll have to build, or significantly remodel our current jail.",224,79,19,126,72,16,6,50,152,63,13,76
641,"In 2050, the Riverfront must be a vital part of the community w/ recreation, restaurant, playgrounds, retail, desserts. See Greenville, SC.",1,1,0,0,1,1,0,0,0,0,0,0
642,"I would like to see us develop density downtown to the river and within the city, rather than developing farmland on the city’s periphery.",1,1,0,0,0,0,0,0,1,1,0,0
643,"We will have renewable energy sources and climate friendly infrastructure.",1407,835,187,385,377,73,136,168,1030,762,51,217
644,"On major roads it would be nice to get utility lines underground. Our town looks like something out of the Wild West.",696,448,45,203,222,122,18,82,474,326,27,121
645,"More green spaces to visit. Keep the green in Bowling Green!",1,1,0,0,0,0,0,0,1,1,0,0
646,"Better public transportation throught the county.",1,1,0,0,1,1,0,0,0,0,0,0
647,"We will have a whole foods or Trader Joes. Somewhere that sells whole foods",1,1,0,0,1,1,0,0,0,0,0,0
648,"Bowing Green would have a flag that is simple and communicates our past and our dreams for the future",283,73,69,141,95,6,27,62,188,67,42,79
649,"More power lines/utilities moved underground for beautification, especially ByPass",719,529,28,162,190,123,9,58,529,406,19,104
650,"Fewer homeless individuals, improved ways to help them",753,533,34,186,213,109,20,84,540,424,14,102
651,"Flights out of BG instead of having to drive an hour!!",1003,631,118,254,274,144,46,84,729,487,72,170
652,"The Louisville science museum has already shown interest in BG, let’s make sure we can make something like that happen!",1006,748,45,213,285,141,29,115,721,607,16,98
653,"I hope the level of collaboration across different entities remains untarnished.",290,134,4,152,91,17,1,73,199,117,3,79
654,"Better public golf courses!!!",634,170,180,284,190,45,39,106,444,125,141,178
655,"The I-165 to I-65 interchange will be renovated to make it safer and more efficient.",485,227,40,218,143,41,13,89,342,186,27,129
656,"Need to have businesses more In that area for fun and entertainment too",1,1,0,0,0,0,0,0,1,1,0,0
657,"By 2050, SkyPac needs to become a venue for top music artists - especially those that call Nashville home.",1197,837,71,289,329,173,38,118,868,664,33,171
658,"Bowling Green will have a larger airport, offering commercial flights across the country.",812,488,144,180,227,112,39,76,585,376,105,104
659,"Bowling Green will have larger and well kept movie theaters that people will want to go to.",1044,617,100,327,297,137,42,118,747,480,58,209
660,"I would love to see Med Center Health and WKU merge or collaborate much more with each other. The talent we could attract is immense.",456,216,35,205,134,39,19,76,322,177,16,129
661,"The county will be served with full time firefighters, not solely volunteers.",684,491,29,164,200,118,14,68,484,373,15,96
662,"Integrate home school highschool aged students into competitive sports programs that set them up well for college athletics.",252,83,47,122,84,18,11,55,168,65,36,67
663,"Better road infrastructure.",949,746,27,176,259,168,11,80,690,578,16,96
664,"A well equipped roads department to maintain roads/ improvements",851,632,20,199,251,145,11,95,600,487,9,104
665,"Hope to see more indoor playgrounds available that are inclusive of abilities and ages (toddler+).",655,394,43,218,173,60,25,88,482,334,18,130
666,"Families need more things to do together!",965,624,46,295,266,141,21,104,699,483,25,191
667,"Bg would have pedestrian bridges over extremely busy intersections for cyclist and walkers",821,535,74,212,238,93,42,103,583,442,32,109
668,"We will make more greenways or bike lanes in the surrounding counties not just inside of bowling green",909,516,122,271,271,75,77,119,638,441,45,152
669,"Drivers will be more aware of cyclist and pedestrians",910,576,65,269,253,85,42,126,657,491,23,143
670,"There will be more bicycle parking , possibly bicycle garages",1061,474,180,407,316,54,96,166,745,420,84,241
671,"One stop shop refugee/new American housing development, on site job training, English courses, etc for new American success.",1046,454,231,361,309,37,148,124,737,417,83,237
672,"No more seven brews.",187,75,26,86,57,19,7,31,130,56,19,55
673,"Preserve all green space, for every tree removed 2 are planted.",825,542,45,238,235,104,31,100,590,438,14,138
674,"No urban sprawl, preserve our natural rural areas",328,186,34,108,103,45,11,47,225,141,23,61
675,"Build within city limits. Homes not apartments.  Reconsider moving the airport.",421,193,33,195,130,42,12,76,291,151,21,119
676,"Connection to the great Mammoth Cave NP area.",638,347,43,248,186,59,27,100,452,288,16,148
677,"Trader Joe’s please!!!!!",0,0,0,0,0,0,0,0,0,0,0,0
678,"We’ll have built a better connection between local agriculture and local cuisine",842,632,20,190,249,132,14,103,593,500,6,87
679,"I would like to see more restaurants",179,47,39,93,65,7,16,42,114,40,23,51
680,"I would love to see more authentic Asian stores and restaurants here in BG.. a more diverse community.. and some karaoke bars for sure!",0,0,0,0,0,0,0,0,0,0,0,0
681,"As BG and Warren County grows there needs to be affordable housing.  We also need to keep our diverse communities and nieghborhoods.",1,1,0,0,0,0,0,0,1,1,0,0
682,"I’d love to see more green spaces, better transit, local businesses thriving, and a walkable, connected, and sustainable community.",0,0,0,0,0,0,0,0,0,0,0,0
683,"We need to build appartment building and business down town in 10-stories or higher building and quit taking up all the farm land.",393,183,59,151,129,44,22,63,264,139,37,88
684,"Enlarge and merge our park and recreation centers to meet the growth.",973,661,49,263,279,124,31,124,694,537,18,139
685,"Develop heritage trails from the Rail park, Shake Rag, African American Museum, Aviation Park, Hobson House, Downtown, KY Museum and others.",892,546,68,278,258,68,51,139,634,478,17,139
686,"Professional soccer franchise",26,6,8,12,7,2,2,3,19,4,6,9
687,"Better emergency services. In particular, funding EMS and replacing volunteer fire departments with paid staff.",700,470,22,208,206,101,15,90,494,369,7,118
688,"I believe having a do all turf field or several turf and grass fields would be a great idea for tournaments and to rent out for teams",96,20,17,59,41,6,6,29,55,14,11,30
689,"High rises in downtown",341,104,106,131,113,24,32,57,228,80,74,74
690,"Widen major roads and invest in studies for future infrastructure development. Work with the state on maintaining and updating state roads.",1,1,0,0,0,0,0,0,1,1,0,0
691,"BG should have more transportation options to the airport",789,474,63,252,232,74,45,113,557,400,18,139
692,"Widen and attempt to beautify the bypass. Especially between campus and Broadway.",1075,720,73,282,290,156,22,112,785,564,51,170
693,"Develop areas away from Scottsville road",857,641,31,185,243,139,15,89,614,502,16,96
694,"Better planning and zoning to beautify Nashville road",819,510,39,270,244,108,25,111,575,402,14,159
695,"State of the art sports complexes",476,178,100,198,155,36,44,75,321,142,56,123
696,"More green space and walking trails",817,621,31,165,229,113,20,96,588,508,11,69
697,"Utilities will be underground",618,423,27,168,184,109,14,61,434,314,13,107
698,"Business signs will have a maximum height",180,78,11,91,62,16,7,39,118,62,4,52
699,"Need more indoor spaces for children to play for free",735,449,62,224,217,86,37,94,518,363,25,130
700,"More spaces for the homeless to go to get them off the streets",653,370,61,222,198,56,40,102,455,314,21,120
701,"BG will have a Trader Joe’s",1,1,0,0,0,0,0,0,1,1,0,0
702,"BG will have an updated movie theater.",1,1,0,0,0,0,0,0,1,1,0,0
703,"Wish there were more angle funds and vcs to help aspiring entrepreneurs to industry such as technology startups.",167,49,15,103,61,9,6,46,106,40,9,57
704,"BG will still be a welcome place for immigrants",3110,1727,608,775,598,67,315,216,2512,1660,293,559
705,"BG will have more unskilled jobs",99,16,15,68,42,4,5,33,57,12,10,35
706,"Special needs children will be treated better",591,375,18,198,170,57,10,103,421,318,8,95
707,"A good idea in theory, just impractical.",1,1,0,0,0,0,0,0,1,1,0,0
708,"While franchised businesses are needed for growth, we mustn’t let them choke out the local businesses of the same kind.",706,497,21,188,219,104,13,102,487,393,8,86
709,"Hopefully locally funded extended education programs ...outside regular schools that are free to public. To teach skills that they can use",605,347,51,207,171,50,26,95,434,297,25,112
710,"A public Par 3 golf course (lighting optional for night play).",390,121,89,180,122,32,25,65,268,89,64,115
711,"High quality, owner occupied, tiny home (unattached - 4 walls) neighborhood ~1,000 sqft for entry level affordability or downsizing",1,1,0,0,0,0,0,0,1,1,0,0
712,"Small daily carrier option from BG airport into ATL for easy air travel.",400,197,44,159,121,34,18,69,279,163,26,90
713,"I would like to see development along the river like Owensboro for family activities (parks, shops, restaurants), not just water sports.",1146,880,55,211,325,197,33,95,821,683,22,116
714,"More diverse child care options - including supporting legal in-home certified and licensed providers.",243,108,17,118,82,17,8,57,161,91,9,61
715,"Have diversified and reasonably accessible/priced entertainment in existing venues and create opportunities for new venues as well",1,1,0,0,0,0,0,0,1,1,0,0
